date,electricity_kwh,diesel_liter,natural_gas_m3,cement_ton,steel_ton,plastic_kg,production_units,operating_hours,capacity_utilization,co2_emission
2038-04-29,17848,88,745,12.73,10.27,336.21,2674,18,50.1,47041.04
2038-04-30,13375,197,378,17.98,3.56,290.32,2678,15,86.5,35457.82
2038-05-01,10007,77,544,10.31,10.02,164.49,3605,18,72.0,37155.01
2038-05-02,10021,155,269,6.98,8.99,214.38,2904,14,95.9,32090.92
2038-05-03,15997,138,562,11.68,12.2,538.65,3706,21,46.0,48316.97
2038-05-04,11268,95,348,9.76,8.63,210.76,4728,11,78.6,34956.61
2038-05-05,13697,95,317,15.34,12.43,396.66,3794,12,93.4,49222.83
2038-05-06,16553,145,491,17.4,14.67,418.61,2768,17,76.4,57954.86
2038-05-07,16396,148,777,13.17,14.15,408.95,2239,18,83.5,53617.08
2038-05-08,15323,267,664,17.49,9.82,103.67,2355,19,58.6,48113.06
2038-05-09,14771,202,640,9.67,5.45,274.56,5329,13,58.0,33000.92
2038-05-10,11532,118,310,18.33,12.11,368.38,5529,23,69.2,49529.61
2038-05-11,15038,50,411,18.49,14.98,454.36,4181,13,73.3,57964.28
2038-05-12,15229,241,765,15.76,6.61,173.6,2444,22,74.4,41018.16
2038-05-13,10708,81,211,19.64,10.43,155.83,3630,8,86.7,46211.71
2038-05-14,11116,83,410,7.82,13.8,218.12,5297,15,56.1,42503.37
2038-05-15,8333,211,500,16.56,13.62,468.36,4781,18,80.4,48866.3
2038-05-16,8965,60,415,15.18,9.13,452.55,2772,22,92.6,39510.78
2038-05-17,14436,133,408,12.64,9.22,498.07,3843,18,93.1,42129.86
2038-05-18,17160,118,409,8.83,14.38,409.59,5503,8,63.0,49982.02
2038-05-19,16924,62,704,18.19,4.99,232.25,2841,15,46.3,41292.37
2038-05-20,19710,235,448,12.97,5.99,429.44,4877,8,96.8,41079.12
2038-05-21,17259,223,541,14.78,10.57,358.83,2990,22,63.4,48916.38
2038-05-22,17617,183,561,9.65,8.28,207.03,4587,17,93.1,40034.82
2038-05-23,12867,153,327,16.95,11.98,283.53,5420,8,83.8,49049.86
2038-05-24,19786,160,559,19.82,4.03,184.3,3089,13,91.9,43205.62
2038-05-25,13535,120,260,15.14,10.66,522.51,4564,9,95.7,45997.78
2038-05-26,18937,258,430,10.81,11.87,374.42,5880,23,44.1,48981.29
2038-05-27,14673,83,417,5.6,13.03,585.15,2394,15,54.8,42983.59
2038-05-28,12877,141,610,10.19,9.18,545.88,5609,16,44.9,39108.62
2038-05-29,16604,251,338,5.73,7.93,160.73,3378,13,62.8,34667.79
2038-05-30,15135,72,578,7.08,10.79,554.66,2730,11,75.4,40860.59
2038-05-31,14192,147,492,6.67,12.32,479.06,4885,12,59.7,42282.53
2038-06-01,10874,217,220,9.11,12.12,317.71,5069,16,91.2,40639.81
2038-06-02,19599,217,203,6.18,7.6,285.9,5265,15,79.6,36905.96
2038-06-03,18177,127,267,17.14,14.01,257.97,3574,9,93.9,57003.23
2038-06-04,15284,161,649,12.47,4.22,356.99,5435,10,97.8,33847.89
2038-06-05,10107,218,612,8.91,14.68,215.6,2904,10,91.4,44931.3
2038-06-06,16759,160,546,15.34,11.27,336.41,4162,15,43.8,50076.16
2038-06-07,9943,116,740,5.8,6.96,143.73,3473,16,70.2,27941.61
2038-06-08,16295,106,656,7.46,3.64,533.88,2406,20,74.2,29452.12
2038-06-09,15643,107,615,11.52,10.23,293.25,5231,18,82.3,43755.56
2038-06-10,17814,257,697,19.5,13.5,392.13,5052,15,62.6,59362.27
2038-06-11,13283,286,597,16.39,6.78,501.93,5063,11,85.9,40892.3
2038-06-12,11036,234,622,8.48,8.12,501.82,2077,15,41.0,34280.52
2038-06-13,14710,232,489,16.07,3.73,369.34,3941,12,88.1,35629.63
2038-06-14,8879,252,447,5.98,10.2,534.27,2608,13,52.6,33789.91
2038-06-15,10119,171,695,13.61,14.51,107.32,5135,11,59.0,48644.66
2038-06-16,9136,114,600,18.8,5.14,325.76,4806,19,54.8,35868.72
2038-06-17,12973,279,717,10.41,12.58,306.92,2138,12,49.8,45419.94
2038-06-18,14809,155,348,15.32,14.71,328.11,4954,16,63.6,54255.22
2038-06-19,10013,269,669,19.37,13.91,218.11,2063,16,64.6,53118.71
2038-06-20,14683,133,450,18.92,3.66,481.28,3109,8,69.2,38012.91
2038-06-21,16532,214,427,7.46,14.27,266.24,4237,10,73.8,47928.7
2038-06-22,10087,187,486,10.68,14.67,568.27,5900,18,86.7,47066.4
2038-06-23,11387,81,331,15.92,6.14,116.54,3925,9,65.5,35825.56
2038-06-24,18519,293,398,13.9,14.03,483.12,4602,9,95.7,55587.79
2038-06-25,12507,50,679,17.61,14.03,133.8,3206,10,68.1,53103.18
2038-06-26,17016,189,426,9.78,8.55,200.34,2026,15,79.6,39894.23
2038-06-27,8883,128,326,12.92,3.53,163.46,2693,14,90.8,26581.76
2038-06-28,14856,161,584,19.05,3.31,390.15,3740,13,87.3,37739.93
2038-06-29,19245,73,284,9.39,3.6,532.64,5212,13,90.3,32743.53
2038-06-30,9925,147,502,6.95,8.25,113.27,4082,19,65.7,30809.8
2038-07-01,17355,296,299,17.01,14.7,363.68,2112,12,88.6,58160.14
2038-07-02,8821,224,767,13.03,7.29,581.42,2276,20,41.0,35500.33
2038-07-03,16011,69,389,18.63,10.58,257.27,4388,8,69.8,50492.69
2038-07-04,9387,205,457,6.99,5.14,479.38,3007,9,87.4,25774.92
2038-07-05,14890,114,433,14.63,6.68,568.01,5812,19,46.6,39906.26
2038-07-06,18879,119,607,13.33,14.16,409.45,5062,13,62.0,55412.65
2038-07-07,9308,245,517,9.07,3.03,598.51,3367,15,79.3,24290.21
2038-07-08,8702,181,726,15.43,12.11,544.04,3393,23,53.5,45975.01
2038-07-09,10627,86,746,17.8,13.15,398.61,4149,10,58.7,51017.48
2038-07-10,8479,191,415,9.15,6.96,521.74,3270,12,95.7,30247.36
2038-07-11,8333,201,399,11.82,4.23,437.08,4263,20,66.3,27393.26
2038-07-12,13374,66,704,8.61,12.85,247.62,3536,23,56.9,43946.96
2038-07-13,12964,238,446,9.55,8.34,416.12,5499,13,75.0,36682.74
2038-07-14,16785,189,335,5.15,13.91,352.74,5130,17,89.1,45385.52
2038-07-15,8892,165,403,11.13,14.17,144.77,2552,14,60.5,44322.27
2038-07-16,18697,101,244,5.42,10.11,578.43,4682,10,60.7,40548.83
2038-07-17,12993,153,331,10.89,14.66,594.93,2884,14,48.9,49318.19
2038-07-18,19668,84,679,11.03,4.2,173.84,4090,15,42.9,35532.41
2038-07-19,12173,85,582,18.81,9.0,213.37,3078,19,73.6,44951.59
2038-07-20,8458,229,724,19.2,4.68,203.66,3478,10,40.8,35052.7
2038-07-21,16710,168,505,13.84,9.32,166.28,3120,12,48.5,44695.0
2038-07-22,12531,174,646,18.58,3.59,159.66,3517,12,74.9,35496.37
2038-07-23,19053,70,431,15.43,12.63,542.24,3023,20,90.7,54576.15
2038-07-24,12555,216,482,15.01,10.15,276.18,4575,14,60.3,44169.54
2038-07-25,16793,157,795,7.3,10.67,121.31,2668,22,88.5,41733.82
2038-07-26,10533,52,452,14.79,4.44,277.03,5784,12,49.1,31601.33
2038-07-27,9776,125,241,16.68,5.99,243.64,3012,8,49.2,35164.05
2038-07-28,16122,279,536,11.41,7.08,269.13,2702,19,86.1,38563.93
2038-07-29,14943,60,242,12.42,12.45,422.29,3218,23,68.8,47495.83
2038-07-30,16948,114,400,11.89,12.3,351.46,3487,15,58.1,48635.14
2038-07-31,12409,271,610,18.89,6.7,387.51,5805,20,68.7,41984.06
2038-08-01,9540,71,508,16.19,8.15,249.56,5664,22,77.7,38813.08
2038-08-02,9360,211,763,12.39,14.09,184.54,2147,13,83.0,46589.38
2038-08-03,10974,108,709,8.72,5.86,563.48,4133,21,97.7,30399.63
2038-08-04,15435,217,424,5.18,13.84,152.18,5634,21,90.6,43918.28
2038-08-05,12802,50,303,5.35,14.78,249.87,3936,16,73.7,43230.28
2038-08-06,13388,165,237,15.65,12.16,133.59,2504,8,57.7,48115.66
2038-08-07,14678,128,384,14.24,5.14,252.51,2763,16,74.8,35766.42
2038-08-08,15405,185,491,13.54,6.12,100.96,5663,21,68.9,37453.95
2038-08-09,13645,171,596,9.1,13.53,488.33,2494,10,48.4,46473.28
2038-08-10,13045,139,214,11.72,14.84,386.62,2619,10,55.8,49648.69
2038-08-11,10897,282,375,18.95,13.78,133.68,5127,18,87.1,52488.85
2038-08-12,14308,285,617,18.14,6.56,353.97,5801,9,70.9,42573.4
2038-08-13,15775,237,674,16.56,6.88,336.14,4537,19,97.5,42884.64
2038-08-14,15704,51,714,10.03,13.62,359.23,2555,8,94.3,48787.98
2038-08-15,19571,84,503,8.54,7.06,237.33,2741,23,49.0,38191.77
2038-08-16,18203,179,337,8.84,12.99,324.84,2943,20,41.4,48138.96
2038-08-17,14462,126,446,12.22,7.42,202.43,2725,22,66.6,37853.06
2038-08-18,19017,91,353,14.85,10.6,155.09,4977,16,56.5,49312.59
2038-08-19,12602,181,524,14.54,10.01,210.14,2834,14,86.4,43367.17
2038-08-20,19863,177,661,7.24,3.67,235.73,5540,17,76.0,31654.1
2038-08-21,14237,164,651,7.57,12.53,257.99,5855,8,98.2,43296.53
2038-08-22,18493,148,770,16.36,4.63,422.62,2906,19,49.0,41079.45
2038-08-23,11182,289,549,14.64,3.32,349.84,3773,15,54.5,30903.85
2038-08-24,18222,261,450,15.95,3.78,493.38,5679,8,68.5,38791.95
2038-08-25,13538,167,606,5.28,5.88,306.49,4609,14,82.1,28740.33
2038-08-26,14445,185,532,5.63,6.69,501.92,4617,23,54.5,31643.4
2038-08-27,15744,115,497,10.03,11.12,347.53,4734,12,53.8,44035.43
2038-08-28,10705,253,363,16.02,9.35,425.48,2363,9,69.7,42368.0
2038-08-29,11949,223,525,9.69,9.28,104.24,3254,14,51.7,36996.53
2038-08-30,17707,206,794,13.14,11.43,385.91,3586,12,85.9,49864.19
2038-08-31,16825,295,665,5.05,13.7,468.45,4472,8,68.3,46117.31
2038-09-01,9893,198,267,18.28,8.65,368.07,4843,11,87.8,42027.39
2038-09-02,8811,99,382,9.48,14.95,379.61,2769,19,65.6,44572.1
2038-09-03,16819,198,512,16.81,8.94,286.48,2160,8,92.0,47158.37
2038-09-04,13423,283,438,11.2,9.6,175.88,5580,19,67.9,40288.57
2038-09-05,16825,264,232,11.91,4.68,190.6,5590,22,49.8,34470.44
2038-09-06,15299,57,504,19.52,3.79,515.19,5563,15,40.3,39321.49
2038-09-07,10766,89,519,19.36,9.9,582.91,5276,16,83.4,46717.44
2038-09-08,9509,111,791,5.17,7.71,209.51,5460,19,68.2,28607.84
2038-09-09,10411,102,262,8.83,7.59,390.17,4783,22,76.3,31847.29
2038-09-10,16858,57,424,18.11,13.33,176.58,2287,16,70.1,55490.46
2038-09-11,13786,75,740,9.32,14.71,273.46,2962,23,40.4,48421.32
2038-09-12,12831,185,313,6.55,14.62,488.72,4302,10,97.5,44978.48
2038-09-13,15534,80,307,9.05,8.79,110.57,3427,17,51.8,37752.38
2038-09-14,8453,289,295,12.84,10.46,150.19,5058,16,76.8,38919.42
2038-09-15,18963,237,640,13.11,12.42,134.55,2616,17,59.6,51800.07
2038-09-16,14492,158,615,11.09,8.94,227.01,2900,16,57.1,40062.37
2038-09-17,14591,84,282,15.77,4.33,372.32,5993,10,80.0,35615.86
2038-09-18,15096,186,488,10.27,8.82,193.98,4758,13,70.9,39340.13
2038-09-19,13501,105,393,9.98,7.4,141.77,5815,9,73.1,34707.8
2038-09-20,14535,275,484,18.27,6.5,168.99,2107,12,57.9,42044.96
2038-09-21,10230,291,566,19.27,6.21,103.09,4921,10,74.7,38914.22
2038-09-22,10818,123,651,6.62,10.1,130.94,4446,19,79.2,34851.29
2038-09-23,14017,131,647,5.19,5.64,493.76,5906,10,46.6,29087.78
2038-09-24,15239,231,303,16.47,14.64,420.26,5756,13,64.4,55828.02
2038-09-25,11307,211,784,12.8,3.42,337.9,2354,17,98.6,29767.7
2038-09-26,10476,289,674,11.13,3.54,392.39,3830,20,80.0,27910.96
2038-09-27,19606,228,216,5.38,9.49,156.94,5568,22,87.5,39330.36
2038-09-28,11767,181,281,17.77,4.56,573.7,3841,14,60.2,36235.92
2038-09-29,14024,238,480,12.07,12.58,322.47,3563,23,59.2,47267.62
2038-09-30,13423,185,214,11.4,6.13,546.93,3180,10,84.6,34506.64
2038-10-01,9124,176,368,17.71,7.4,390.81,2833,8,42.5,38824.16
2038-10-02,15915,87,585,11.63,11.86,484.43,3101,8,52.0,47380.43
2038-10-03,16528,133,630,7.36,13.09,349.48,5787,15,47.9,46112.85
2038-10-04,16543,275,247,19.21,5.59,337.05,3149,18,73.5,42862.98
2038-10-05,12538,188,700,15.98,13.32,451.27,4502,9,67.5,51525.7
2038-10-06,12084,118,602,14.3,7.88,173.75,3648,16,95.5,38816.43
2038-10-07,10548,249,603,11.68,6.16,302.92,4049,17,47.9,32718.38
2038-10-08,18934,52,399,16.63,6.22,332.72,5719,10,41.3,43386.19
2038-10-09,16388,253,229,18.69,12.8,192.65,2020,10,48.8,54794.64
2038-10-10,18175,157,671,17.76,10.4,315.98,5115,16,42.2,52041.11
2038-10-11,16145,222,208,17.54,9.49,542.76,4691,20,59.0,48379.59
2038-10-12,15937,247,339,14.36,6.02,207.32,4813,11,82.1,38568.02
2038-10-13,12732,250,587,8.36,9.91,528.6,2021,20,89.9,38810.56
2038-10-14,16359,87,766,5.85,8.0,368.31,3863,13,71.0,35649.29
2038-10-15,15242,233,464,13.7,5.92,394.63,2276,13,90.7,37885.82
2038-10-16,9453,278,275,8.05,4.09,120.18,5399,21,49.8,23821.91
2038-10-17,14813,122,613,17.05,6.15,539.63,3752,17,57.4,41362.4
2038-10-18,13271,75,614,5.18,7.41,598.76,3495,19,81.7,31709.05
2038-10-19,12523,92,435,14.9,3.62,342.4,3701,21,65.8,32095.57
2038-10-20,17511,199,646,19.38,6.41,569.39,4474,17,84.7,46446.28
2038-10-21,10030,103,793,8.78,3.25,348.03,2111,18,51.4,24592.35
2038-10-22,17036,175,206,15.56,13.33,253.52,2982,19,82.4,53391.34
2038-10-23,17479,81,474,15.1,12.74,234.46,2491,12,60.1,52535.17
2038-10-24,15811,196,740,16.29,11.29,519.35,3312,16,59.1,51108.58
2038-10-25,11609,85,512,17.27,10.14,104.31,5062,16,85.2,44743.09
2038-10-26,17505,135,509,7.19,4.89,498.88,3945,15,73.6,32146.99
2038-10-27,13722,55,574,16.95,3.04,325.16,3248,17,60.3,34008.17
2038-10-28,8517,79,350,16.87,6.5,156.3,3053,9,99.5,35114.31
2038-10-29,9394,219,348,14.06,6.08,282.61,3496,10,70.0,33169.85
2038-10-30,14771,76,634,18.63,8.88,228.88,3734,9,91.0,46811.53
2038-10-31,8781,195,703,16.67,9.94,392.75,5218,14,53.4,42860.62
2038-11-01,12151,193,425,6.42,4.26,168.24,2920,21,46.3,25083.37
2038-11-02,12943,278,482,18.56,10.52,592.79,2307,10,82.2,49285.56
2038-11-03,17709,104,288,11.42,7.56,482.6,5959,16,61.5,40391.74
2038-11-04,15063,123,554,18.81,4.68,467.83,2694,9,48.8,40215.39
2038-11-05,12031,214,474,13.68,3.1,426.39,5255,17,70.8,30217.83
2038-11-06,10100,275,797,17.35,6.59,228.08,2247,15,83.1,38476.52
2038-11-07,17877,189,212,14.99,4.89,578.5,5984,22,91.0,39229.96
2038-11-08,13575,274,332,17.73,10.3,276.85,3244,8,78.7,47594.62
2038-11-09,8131,186,780,8.41,13.06,152.5,2410,16,81.7,40046.38
2038-11-10,13192,243,761,6.57,3.57,122.51,4264,20,74.8,25462.81
2038-11-11,14628,138,559,7.29,4.67,506.31,5808,18,83.7,29615.23
2038-11-12,17208,221,659,7.31,14.9,510.45,3977,21,52.9,50549.75
2038-11-13,11764,84,703,9.22,14.44,590.73,2512,11,93.7,46934.14
2038-11-14,12816,267,789,9.19,14.51,452.63,4546,10,59.7,48139.94
2038-11-15,8471,191,356,18.82,14.69,131.12,3383,15,45.0,51773.18
2038-11-16,17142,104,525,16.66,11.71,119.56,2014,20,96.2,51660.82
2038-11-17,18075,227,661,12.8,5.14,320.89,4188,16,44.8,38172.49
2038-11-18,18244,175,336,5.75,9.65,230.65,5509,21,60.8,39122.83
2038-11-19,19618,294,675,9.17,6.46,235.37,2281,22,65.8,38531.02
2038-11-20,12658,92,681,10.34,9.87,483.27,5984,16,92.3,40156.6
2038-11-21,18534,202,674,5.84,4.41,131.83,4092,22,72.0,30473.37
2038-11-22,8677,256,307,18.63,10.38,433.69,3888,16,43.9,44824.05
2038-11-23,8934,82,484,17.67,11.45,402.07,4884,9,45.4,45955.75
2038-11-24,11993,210,773,15.72,6.03,592.46,5019,21,70.1,38278.13
2038-11-25,18988,268,377,15.65,10.41,189.42,2482,23,57.0,50194.01
2038-11-26,19360,220,216,12.5,4.18,137.51,2451,17,70.7,35914.17
2038-11-27,14172,83,209,17.21,6.38,310.72,5977,13,61.1,39954.2
2038-11-28,11277,138,281,11.25,11.86,236.17,2787,16,95.7,42158.33
2038-11-29,17619,292,544,7.67,8.47,217.05,4313,10,43.0,38858.57
2038-11-30,14859,69,210,15.99,8.63,461.54,4825,15,59.4,43814.42
2038-12-01,9106,81,253,8.02,3.01,581.82,2044,19,40.8,22222.55
2038-12-02,11196,85,543,14.21,9.84,142.46,4977,19,63.1,41266.07
2038-12-03,8879,108,649,11.14,13.04,114.63,2516,18,43.8,42550.9
2038-12-04,12956,271,428,10.88,6.78,500.09,4912,13,85.4,35302.67
2038-12-05,16565,236,311,16.01,6.12,390.88,5268,22,95.8,41126.42
2038-12-06,19345,119,625,9.16,14.88,221.74,3812,11,98.6,52902.88
2038-12-07,16524,254,686,19.38,12.75,275.41,2953,17,75.7,56520.05
2038-12-08,14698,171,219,15.37,11.96,491.53,5043,22,87.5,49457.86
2038-12-09,16081,295,671,10.32,14.14,411.64,3144,10,51.4,50913.32
2038-12-10,10157,277,329,13.49,4.98,598.56,2360,17,59.2,32194.4
2038-12-11,8532,84,559,11.47,9.87,260.54,3969,19,79.3,36992.51
2038-12-12,15171,172,753,15.37,14.32,358.28,3346,18,95.3,54774.76
2038-12-13,14421,188,285,16.73,13.85,325.89,4578,9,61.2,53598.51
2038-12-14,14935,178,460,13.21,10.06,453.93,5498,13,45.8,44667.39
2038-12-15,16097,255,535,15.95,13.07,566.46,2876,18,91.6,54107.45
2038-12-16,14942,275,478,8.85,9.35,471.07,4959,18,76.8,39757.6
2038-12-17,12555,188,727,17.02,12.04,438.41,4873,18,79.6,50192.45
2038-12-18,9203,190,595,14.11,10.3,597.03,5736,22,56.6,41843.2
2038-12-19,12728,108,230,10.19,13.71,389.68,3564,13,58.7,45951.79
2038-12-20,12047,112,214,7.1,10.83,135.37,2726,15,85.5,36761.65
2038-12-21,12833,112,329,12.7,13.91,275.02,2926,20,89.2,48564.54
2038-12-22,9819,74,648,7.71,14.39,566.65,4327,8,73.2,43707.18
2038-12-23,11653,127,289,11.47,14.11,320.35,4687,18,43.6,46915.06
2038-12-24,18027,106,220,15.26,13.93,344.61,5970,8,43.7,55120.24
2038-12-25,14570,76,543,13.03,3.17,321.88,2732,20,62.1,31401.92
2038-12-26,10148,206,699,10.12,14.89,459.41,2247,14,74.8,47182.14
2038-12-27,10557,168,354,6.2,10.79,282.23,3201,17,57.9,35429.07
2038-12-28,8272,144,223,8.04,4.72,413.08,3324,17,74.6,24315.31
2038-12-29,11122,256,306,12.57,9.21,592.05,2580,22,99.1,39669.01
2038-12-30,15648,50,659,7.87,3.25,234.91,4675,11,49.3,27715.1
2038-12-31,19250,283,379,17.75,12.94,395.25,2523,22,56.7,57414.91
2039-01-01,12506,288,722,16.2,6.66,337.5,2621,15,50.4,39711.12
2039-01-02,13600,168,581,11.67,8.7,132.39,5441,20,44.8,39147.84
2039-01-03,14747,201,660,12.18,11.85,107.32,5119,22,59.5,46369.9
2039-01-04,10636,92,668,13.08,5.75,467.95,5321,8,85.4,33488.42
2039-01-05,19405,165,450,12.56,14.47,176.83,5592,8,73.7,54932.77
2039-01-06,16164,277,363,8.56,4.41,353.56,2133,22,80.5,31098.36
2039-01-07,14637,251,707,7.89,5.01,468.22,5272,12,59.1,31204.08
2039-01-08,16075,182,781,15.78,8.9,321.69,5254,17,57.6,46107.08
2039-01-09,18876,280,510,17.02,8.2,135.54,3955,10,62.5,47507.94
2039-01-10,9368,268,262,7.18,10.22,446.11,3787,15,70.8,34772.9
2039-01-11,15749,68,708,16.52,3.22,489.46,4084,14,96.2,36311.91
2039-01-12,10385,271,470,11.18,8.7,202.11,4995,16,74.7,36267.31
2039-01-13,19578,107,575,9.14,11.88,318.97,4522,11,64.4,47801.07
2039-01-14,8432,260,436,5.59,10.87,419.76,3651,21,68.1,33998.48
2039-01-15,18040,285,487,8.47,9.15,304.87,2889,9,95.3,41231.56
2039-01-16,18639,134,340,9.53,4.94,563.9,5176,9,67.0,35128.89
2039-01-17,15586,214,751,6.8,8.25,415.26,3591,8,78.7,36714.15
2039-01-18,16376,226,670,15.45,14.86,145.83,3873,14,96.4,56232.88
2039-01-19,14487,223,416,7.33,9.58,587.24,5394,17,66.9,38493.15
2039-01-20,19080,230,398,12.37,5.35,275.1,4675,20,62.1,38388.95
2039-01-21,11784,102,453,18.75,5.6,289.51,2892,14,98.6,38442.74
2039-01-22,14745,145,772,9.98,11.33,373.97,5831,9,88.2,44206.96
2039-01-23,9177,144,261,10.64,10.86,290.62,5363,9,99.5,38208.54
2039-01-24,16264,288,615,17.61,9.19,534.75,2706,19,41.9,48908.91
2039-01-25,9591,148,787,12.64,11.48,203.75,4929,9,65.1,42250.55
2039-01-26,19386,82,344,12.39,8.17,214.29,4711,20,59.1,43136.19
2039-01-27,19746,174,674,6.11,8.84,349.32,3136,11,58.6,40159.29
2039-01-28,9660,84,633,9.91,10.73,348.08,3753,16,82.1,38427.29
2039-01-29,9184,65,576,15.89,6.29,187.65,5327,15,61.0,34874.27
2039-01-30,10066,89,446,18.24,4.47,336.75,4971,16,73.3,34618.55
2039-01-31,8107,214,601,9.28,13.47,402.27,4524,8,51.3,41881.54
2039-02-01,13920,146,548,17.18,3.03,397.46,2727,13,72.0,34705.99
2039-02-02,15040,260,485,17.15,10.97,439.71,4814,13,40.7,50134.61
2039-02-03,12914,112,541,17.58,8.8,261.61,2589,18,81.3,44189.96
2039-02-04,16399,235,216,13.44,6.53,204.54,5043,15,88.3,38760.72
2039-02-05,11185,146,581,7.64,7.53,234.61,5241,10,91.0,31625.89
2039-02-06,9147,206,485,15.04,3.36,161.42,3725,13,45.9,28881.88
2039-02-07,11968,67,373,6.72,14.22,527.13,5893,22,42.6,43641.76
2039-02-08,8704,282,245,12.83,9.75,447.08,4181,8,65.3,38466.27
2039-02-09,19915,53,702,18.72,3.73,150.07,2083,17,46.4,41732.62
2039-02-10,14471,243,545,5.6,3.26,367.19,2813,11,92.7,25296.75
2039-02-11,13040,83,577,15.63,8.91,408.25,2819,8,87.0,43106.05
2039-02-12,19102,280,288,6.15,12.48,392.66,5805,8,80.4,45840.92
2039-02-13,9731,169,441,5.79,10.5,391.62,4328,16,97.4,34293.79
2039-02-14,16796,271,288,14.88,13.26,279.9,4098,23,55.4,52913.39
2039-02-15,13389,56,385,10.65,7.09,186.44,4938,17,63.5,34647.82
2039-02-16,17988,153,483,8.84,11.56,177.46,5423,8,54.7,45238.02
2039-02-17,19452,150,749,8.99,7.17,461.5,2034,16,45.7,39879.35
2039-02-18,17724,174,710,8.62,6.35,468.12,4025,15,71.7,36637.01
2039-02-19,16024,242,555,14.25,7.68,543.65,4420,19,67.3,42756.45
2039-02-20,9015,63,414,17.45,4.37,538.3,3344,22,59.5,33236.25
2039-02-21,9721,256,547,9.93,10.78,165.68,2404,10,56.5,38349.01
2039-02-22,18046,87,214,14.0,4.77,103.5,3815,13,61.9,36848.99
2039-02-23,15043,291,481,10.34,5.4,278.94,3890,20,61.3,33650.18
2039-02-24,16957,286,595,12.67,12.87,123.32,5999,14,62.3,50576.8
2039-02-25,19867,266,317,9.62,14.16,253.34,4466,10,83.8,52296.23
2039-02-26,9948,255,796,14.31,7.91,432.81,5342,10,71.0,38452.69
2039-02-27,12718,104,723,7.0,4.57,564.97,4312,15,40.2,27982.57
2039-02-28,8140,286,755,17.58,6.65,107.32,5532,17,69.4,36836.51
2039-03-01,17226,227,592,19.12,7.83,547.18,4313,12,49.7,48439.55
2039-03-02,19224,150,603,9.62,13.66,573.48,4224,12,42.3,51934.7
2039-03-03,9251,185,571,9.43,14.91,245.59,5208,20,69.0,45031.54
2039-03-04,10429,203,670,15.63,3.27,284.18,5337,18,93.0,30964.2
2039-03-05,10312,193,656,13.26,6.54,196.27,5818,8,89.0,34349.52
2039-03-06,15189,104,246,15.92,14.58,335.12,2983,19,71.2,54573.56
2039-03-07,15248,167,244,18.74,11.16,204.8,5176,10,97.1,50822.51
2039-03-08,9613,175,388,12.61,4.12,394.53,5541,14,89.9,28784.74
2039-03-09,9256,163,707,8.86,3.74,321.5,5022,14,50.7,24824.7
2039-03-10,18592,60,352,11.64,9.36,234.01,4253,23,49.7,43969.81
2039-03-11,19734,111,711,6.75,13.55,238.93,3425,22,65.7,48845.84
2039-03-12,14838,67,354,8.51,14.59,526.78,4509,8,80.7,48223.52
2039-03-13,15078,169,531,19.25,4.13,484.04,4619,22,62.8,39734.48
2039-03-14,15531,190,522,12.62,12.48,364.44,2202,20,66.7,48892.14
2039-03-15,17721,137,731,16.79,4.09,390.77,4672,18,48.3,39682.63
2039-03-16,9560,266,695,19.8,12.7,423.11,5509,23,97.4,51521.81
2039-03-17,10753,174,743,6.69,11.64,396.79,3979,14,53.8,38598.55
2039-03-18,10677,292,318,11.31,7.42,242.07,3304,17,88.0,34175.03
2039-03-19,13623,295,423,13.96,9.58,403.95,3240,16,70.0,43463.55
2039-03-20,15517,215,460,7.01,10.94,215.78,5187,11,41.9,40641.77
2039-03-21,8640,140,347,14.06,7.32,458.84,2257,19,64.4,35047.03
2039-03-22,18104,81,453,5.69,5.23,293.94,5676,15,57.3,31157.29
2039-03-23,15902,62,732,7.0,4.96,403.38,4453,23,64.0,30811.22
2039-03-24,16479,219,635,12.27,10.02,472.92,2254,12,53.6,45482.82
2039-03-25,15042,215,664,18.61,4.45,466.03,4930,15,59.4,40011.36
2039-03-26,17480,234,524,18.92,14.2,255.5,2734,11,66.5,59098.38
2039-03-27,17003,256,495,7.44,9.98,524.54,5986,12,69.0,41451.11
2039-03-28,16524,202,752,19.99,7.53,562.18,4790,15,63.7,48389.49
2039-03-29,18861,187,515,15.83,4.85,283.36,4122,16,76.8,40564.2
2039-03-30,12133,55,645,6.05,14.16,166.48,2784,12,82.9,42663.44
2039-03-31,17458,197,522,7.95,9.86,323.67,3968,15,98.9,41477.5
2039-04-01,8368,282,646,16.2,10.51,192.13,5324,14,82.5,42722.0
2039-04-02,9088,123,502,9.74,4.58,569.09,4120,22,77.0,27122.17
2039-04-03,11074,236,278,7.86,6.1,371.66,2882,21,63.2,29135.34
2039-04-04,10560,233,276,12.38,13.17,456.51,3608,12,76.4,45704.8
2039-04-05,12357,193,684,11.85,6.91,593.72,4354,23,89.5,36469.29
2039-04-06,19419,93,546,11.9,12.06,489.38,4124,23,44.5,50809.72
2039-04-07,17838,287,404,17.71,7.01,419.12,3392,12,42.1,45664.66
2039-04-08,13452,281,625,18.81,13.66,151.88,5055,20,98.6,54768.12
2039-04-09,11078,79,414,10.98,8.78,402.16,4268,23,44.0,36741.81
2039-04-10,10308,95,765,9.34,3.45,354.22,5630,13,85.8,25627.65
2039-04-11,11504,273,677,8.4,9.9,583.67,3346,16,91.9,38190.56
